year,division,station,station_code,offence_code,offence_category,offence_group,incident_count
2003,DMR North Division,Clontarf,63401,12,Damage to property and to the environment  offences (12),Damage to property & environment,376
2003,DMR North Division,Clontarf,63401,13,Public order and other social code offences (13),Public order & social code offences,151
2003,DMR North Division,Clontarf,63401,14,Road and traffic offences (14),Road and traffic offences,554
2003,DMR North Division,Clontarf,63401,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",27
2003,DMR North Division,Clontarf,63401,16,Offences not elsewhere classified (16),Offences not elsewhere classified,18
2003,DMR North Division,Howth,63402,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",19
2003,DMR North Division,Howth,63402,04,Dangerous or negligent acts (04),Dangerous or negligent acts,49
2003,DMR North Division,Howth,63402,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2003,DMR North Division,Howth,63402,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",18
2003,DMR North Division,Howth,63402,07,Burglary and related offences (07),Burglary and related offences,207
2003,DMR North Division,Howth,63402,08,Theft and related offences (08),Theft and related offences,352
2003,DMR North Division,Howth,63402,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",5
2003,DMR North Division,Howth,63402,10,Controlled drug offences (10),Controlled drug offences,15
2003,DMR North Division,Howth,63402,11,Weapons and explosives offences (11),Weapons and explosives offences,5
2003,DMR North Division,Howth,63402,12,Damage to property and to the environment  offences (12),Damage to property & environment,148
2003,DMR North Division,Howth,63402,13,Public order and other social code offences (13),Public order & social code offences,112
2003,DMR North Division,Howth,63402,14,Road and traffic offences (14),Road and traffic offences,137
2003,DMR North Division,Howth,63402,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",21
2003,DMR North Division,Howth,63402,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2003,DMR North Division,Raheny,63403,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",37
2003,DMR North Division,Raheny,63403,04,Dangerous or negligent acts (04),Dangerous or negligent acts,57
2003,DMR North Division,Raheny,63403,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2003,DMR North Division,Raheny,63403,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",39
2003,DMR North Division,Raheny,63403,07,Burglary and related offences (07),Burglary and related offences,175
2003,DMR North Division,Raheny,63403,08,Theft and related offences (08),Theft and related offences,389
2003,DMR North Division,Raheny,63403,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",23
2003,DMR North Division,Raheny,63403,10,Controlled drug offences (10),Controlled drug offences,25
2003,DMR North Division,Raheny,63403,11,Weapons and explosives offences (11),Weapons and explosives offences,7
2003,DMR North Division,Raheny,63403,12,Damage to property and to the environment  offences (12),Damage to property & environment,236
2003,DMR North Division,Raheny,63403,13,Public order and other social code offences (13),Public order & social code offences,127
2003,DMR North Division,Raheny,63403,14,Road and traffic offences (14),Road and traffic offences,212
2003,DMR North Division,Raheny,63403,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",15
2003,DMR North Division,Raheny,63403,16,Offences not elsewhere classified (16),Offences not elsewhere classified,4
2003,DMR South Division,Crumlin,64101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",88
2003,DMR South Division,Crumlin,64101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,92
2003,DMR South Division,Crumlin,64101,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2003,DMR South Division,Crumlin,64101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",31
2003,DMR South Division,Crumlin,64101,07,Burglary and related offences (07),Burglary and related offences,300
2003,DMR South Division,Crumlin,64101,08,Theft and related offences (08),Theft and related offences,516
2003,DMR South Division,Crumlin,64101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",20
2003,DMR South Division,Crumlin,64101,10,Controlled drug offences (10),Controlled drug offences,80
2003,DMR South Division,Crumlin,64101,11,Weapons and explosives offences (11),Weapons and explosives offences,22
2003,DMR South Division,Crumlin,64101,12,Damage to property and to the environment  offences (12),Damage to property & environment,434
2003,DMR South Division,Crumlin,64101,13,Public order and other social code offences (13),Public order & social code offences,177
2003,DMR South Division,Crumlin,64101,14,Road and traffic offences (14),Road and traffic offences,490
2003,DMR South Division,Crumlin,64101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",25
2003,DMR South Division,Crumlin,64101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,4
2003,DMR South Division,Sundrive Road,64102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",91
2003,DMR South Division,Sundrive Road,64102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,102
2003,DMR South Division,Sundrive Road,64102,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2003,DMR South Division,Sundrive Road,64102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",50
2003,DMR South Division,Sundrive Road,64102,07,Burglary and related offences (07),Burglary and related offences,284
2003,DMR South Division,Sundrive Road,64102,08,Theft and related offences (08),Theft and related offences,618
2003,DMR South Division,Sundrive Road,64102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",12
2003,DMR South Division,Sundrive Road,64102,10,Controlled drug offences (10),Controlled drug offences,106
2003,DMR South Division,Sundrive Road,64102,11,Weapons and explosives offences (11),Weapons and explosives offences,33
2003,DMR South Division,Sundrive Road,64102,12,Damage to property and to the environment  offences (12),Damage to property & environment,333
2003,DMR South Division,Sundrive Road,64102,13,Public order and other social code offences (13),Public order & social code offences,248
2003,DMR South Division,Sundrive Road,64102,14,Road and traffic offences (14),Road and traffic offences,897
2003,DMR South Division,Sundrive Road,64102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",38
2003,DMR South Division,Sundrive Road,64102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,10
2003,DMR South Division,Rathfarnham,64201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",87
2003,DMR South Division,Rathfarnham,64201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,204
2003,DMR South Division,Rathfarnham,64201,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2003,DMR South Division,Rathfarnham,64201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",52
2003,DMR South Division,Rathfarnham,64201,07,Burglary and related offences (07),Burglary and related offences,374
2003,DMR South Division,Rathfarnham,64201,08,Theft and related offences (08),Theft and related offences,883
2003,DMR South Division,Rathfarnham,64201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",23
2003,DMR South Division,Rathfarnham,64201,10,Controlled drug offences (10),Controlled drug offences,88
2003,DMR South Division,Rathfarnham,64201,11,Weapons and explosives offences (11),Weapons and explosives offences,17
2003,DMR South Division,Rathfarnham,64201,12,Damage to property and to the environment  offences (12),Damage to property & environment,437
2003,DMR South Division,Rathfarnham,64201,13,Public order and other social code offences (13),Public order & social code offences,351
2003,DMR South Division,Rathfarnham,64201,14,Road and traffic offences (14),Road and traffic offences,846
2003,DMR South Division,Rathfarnham,64201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",59
2003,DMR South Division,Rathfarnham,64201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,14
